time,rna_copies,label,filename,virus
2024-12-16,0.734259497424739,on going,RSV-BLE_slope_4.csv,RSV
2024-12-23,0.3026314425295897,on going,RSV-BLE_slope_4.csv,RSV
2025-01-06,-0.3293006548900669,on going,RSV-BLE_slope_4.csv,RSV
2025-01-13,-0.5751739386747627,on going,RSV-BLE_slope_4.csv,RSV
2025-01-20,-0.7370968188980169,on going,RSV-BLE_slope_4.csv,RSV
2025-01-27,0.0246236504091481,on going,RSV-BLE_slope_4.csv,RSV
2025-02-03,-0.1040538964162651,on going,RSV-BLE_slope_4.csv,RSV
2025-02-10,-0.5045854845593217,on going,RSV-BLE_slope_4.csv,RSV
2025-02-17,-0.5283025802042044,on going,RSV-BLE_slope_4.csv,RSV
2025-02-24,0.5112050164512912,on going,RSV-BLE_slope_4.csv,RSV
2025-03-03,-0.0672826263924003,on going,RSV-BLE_slope_4.csv,RSV
2025-03-10,0.095493852703143,on going,RSV-BLE_slope_4.csv,RSV
2025-03-17,0.026128067337434,on going,RSV-BLE_slope_4.csv,RSV
2025-03-24,0.0871508694340555,on going,RSV-BLE_slope_4.csv,RSV
2025-03-31,-0.2605061903112046,on going,RSV-BLE_slope_4.csv,RSV
2025-04-07,0.2945117082103986,on going,RSV-BLE_slope_4.csv,RSV
2025-04-14,0.0557468935582865,on going,RSV-BLE_slope_4.csv,RSV
2025-04-21,-0.2676702462973307,on going,RSV-BLE_slope_4.csv,RSV
2025-04-28,-0.3356254103769182,end,RSV-BLE_slope_4.csv,RSV
2025-05-05,0.0002042579778975,end,RSV-BLE_slope_4.csv,RSV
2025-05-12,-0.0563778312843581,end,RSV-BLE_slope_4.csv,RSV
2025-05-19,-0.1985023257725397,end,RSV-BLE_slope_4.csv,RSV
2025-05-26,-0.0335617961476339,end,RSV-BLE_slope_4.csv,RSV
2025-06-02,-0.0720190102100932,end,RSV-BLE_slope_4.csv,RSV
2025-06-09,-0.0601724863438101,end,RSV-BLE_slope_4.csv,RSV
2025-06-16,-0.1805174590314304,end,RSV-BLE_slope_4.csv,RSV
2025-06-23,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-06-26,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-03,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-10,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-17,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-24,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-31,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-07,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-14,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-21,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-28,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-04,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-11,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-18,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-25,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-10-02,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2023-10-09,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2023-10-16,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2023-10-23,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2023-10-30,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2023-11-06,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-11-13,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-11-20,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-11-27,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-12-04,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-12-11,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-12-18,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2023-12-25,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-01-01,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-01-08,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-01-15,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-01-22,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-01-29,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-02-05,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-02-12,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-02-19,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-02-26,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-03-04,-6.223338325960392e-19,on going,RSV-BLE_slope_4.csv,RSV
2024-03-11,-6.223338325960392e-19,end,RSV-BLE_slope_4.csv,RSV
2024-03-18,-6.223338325960392e-19,end,RSV-BLE_slope_4.csv,RSV
2024-03-25,-6.223338325960392e-19,end,RSV-BLE_slope_4.csv,RSV
2024-04-01,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-04-08,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-04-15,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-04-22,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-04-29,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-05-06,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-05-13,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-05-20,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-05-27,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-06-03,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-06-10,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-06-17,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-06-24,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-07-01,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-07-08,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-07-15,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-07-22,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-07-29,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-08-05,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-08-12,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-08-19,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-08-26,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-09-02,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-09-09,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2024-09-16,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2024-09-23,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2024-09-30,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2024-10-07,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2024-10-14,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2024-10-21,-6.223338325960392e-19,start,RSV-BLE_slope_4.csv,RSV
2024-10-28,0.1883996880065823,start,RSV-BLE_slope_4.csv,RSV
2024-11-04,0.2165528959327106,start,RSV-BLE_slope_4.csv,RSV
2024-11-11,0.2085429529176766,start,RSV-BLE_slope_4.csv,RSV
2024-11-18,0.0538051106072879,start,RSV-BLE_slope_4.csv,RSV
2024-11-25,0.2251356322240061,on going,RSV-BLE_slope_4.csv,RSV
2024-12-02,0.2863572200861104,on going,RSV-BLE_slope_4.csv,RSV
2024-12-09,1.0,on going,RSV-BLE_slope_4.csv,RSV
2024-12-16,0.734259497424739,on going,RSV-BLE_slope_4.csv,RSV
2024-12-23,0.3026314425295897,on going,RSV-BLE_slope_4.csv,RSV
2025-01-06,-0.3293006548900669,on going,RSV-BLE_slope_4.csv,RSV
2025-01-13,-0.5751739386747627,on going,RSV-BLE_slope_4.csv,RSV
2025-01-20,-0.7370968188980169,on going,RSV-BLE_slope_4.csv,RSV
2025-01-27,0.0246236504091481,on going,RSV-BLE_slope_4.csv,RSV
2025-02-03,-0.1040538964162651,on going,RSV-BLE_slope_4.csv,RSV
2025-02-10,-0.5045854845593217,on going,RSV-BLE_slope_4.csv,RSV
2025-02-17,-0.5283025802042044,on going,RSV-BLE_slope_4.csv,RSV
2025-02-24,0.5112050164512912,on going,RSV-BLE_slope_4.csv,RSV
2025-03-03,-0.0672826263924003,on going,RSV-BLE_slope_4.csv,RSV
2025-03-10,0.095493852703143,on going,RSV-BLE_slope_4.csv,RSV
2025-03-17,0.026128067337434,on going,RSV-BLE_slope_4.csv,RSV
2025-03-24,0.0871508694340555,on going,RSV-BLE_slope_4.csv,RSV
2025-03-31,-0.2605061903112046,on going,RSV-BLE_slope_4.csv,RSV
2025-04-07,0.2945117082103986,on going,RSV-BLE_slope_4.csv,RSV
2025-04-14,0.0557468935582865,on going,RSV-BLE_slope_4.csv,RSV
2025-04-21,-0.2676702462973307,on going,RSV-BLE_slope_4.csv,RSV
2025-04-28,-0.3356254103769182,on going,RSV-BLE_slope_4.csv,RSV
2025-05-05,0.0002042579778975,end,RSV-BLE_slope_4.csv,RSV
2025-05-12,-0.0563778312843581,end,RSV-BLE_slope_4.csv,RSV
2025-05-19,-0.1985023257725397,end,RSV-BLE_slope_4.csv,RSV
2025-05-26,-0.0335617961476339,end,RSV-BLE_slope_4.csv,RSV
2025-06-02,-0.0720190102100932,end,RSV-BLE_slope_4.csv,RSV
2025-06-09,-0.0601724863438101,end,RSV-BLE_slope_4.csv,RSV
2025-06-16,-0.1805174590314304,end,RSV-BLE_slope_4.csv,RSV
2025-06-23,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-06-26,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-03,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-10,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-17,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-24,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-07-31,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-07,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-14,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-21,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-08-28,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-04,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-11,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-18,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
2023-09-25,-6.223338325960392e-19,none,RSV-BLE_slope_4.csv,RSV
